Year,LocationDesc,LocationAbbr,Category,Indicator,Datasource,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DataValueFootnote,IndicatorID,LocationID,IndicatorSortOrder,LocationSortOrder,Geolocation,DataValueAlt
2000,Minnesota,MN,Water Fluoridation,Total population served by CWS,WFRS,,Population,3780942.0,,,WFRS_State_3,27,22,24,"(46.355648736, -94.794200503)",3780942
2008,North Dakota,ND,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,557291.0,,,WFRS_State_2,38,21,35,"(47.475319779, -100.118421049)",557291
2008,Connecticut,CT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,89.9,,,WFRS_State_1,9,20,7,"(41.56266102, -72.649840952)",89.9
2010,North Carolina,NC,Water Fluoridation,Total population served by CWS,WFRS,,Population,7072012.0,,,WFRS_State_3,37,22,34,"(35.466220975, -79.159250463)",7072012
2018,Nebraska,NE,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,73.7,,,WFRS_State_1,31,20,28,"(41.641040988001, -99.365720623)",73.7
2000,Washington,WA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,41.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,53,20,48,"(47.522278629, -120.47001079)",41
2006,California,CA,Water Fluoridation,Total population served by CWS,WFRS,,Population,36457549.0,"e,f",e: Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,6,22,5,"(37.638640123, -120.999999538)",36457549
2002,Kansas,KS,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,62.1,,,WFRS_State_1,20,20,17,"(38.3477403, -98.200781227)",62.1
2000,Iowa,IA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,91.3,,,WFRS_State_1,19,20,16,"(42.469400913, -93.816490556)",91.3
2010,Mississippi,MS,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,55.2,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_1,28,20,25,"(32.745510099, -89.538030825)",55.2
2000,Wyoming,WY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,29.7,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,56,20,51,"(43.235541343, -108.109830353)",29.7
2014,Kansas,KS,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",35.0,,,WFRS_State_4,20,23,17,"(38.3477403, -98.200781227)",34
2012,Pennsylvania,PA,Water Fluoridation,Total population served by CWS,WFRS,,Population,10780146.0,,,WFRS_State_3,42,22,39,"(40.793730152, -77.860700294)",10780146
2000,Missouri,MO,Water Fluoridation,Total population served by CWS,WFRS,,Population,5606532.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,29,22,26,"(38.635790776, -92.566300053)",5606532
2014,Vermont,VT,Water Fluoridation,Total population served by CWS,WFRS,,Population,450710.0,,,WFRS_State_3,50,22,46,"(43.625381239, -72.517640791)",453736
2006,Washington,WA,Water Fluoridation,Total population served by CWS,WFRS,,Population,5628782.0,,,WFRS_State_3,53,22,48,"(47.522278629, -120.47001079)",5628782
2014,New York,NY,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,12934585.0,f,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_2,36,21,33,"(42.827001032, -75.543970427)",15006168
2012,Connecticut,CT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,90.3,,,WFRS_State_1,9,20,7,"(41.56266102, -72.649840952)",90.3
2002,Alabama,AL,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3786843.0,"f,g","f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_2,1,21,1,"(32.840571122, -86.631860762)",3786843
2016,Oklahoma,OK,Water Fluoridation,Total population served by CWS,WFRS,,Population,3593399.0,,,WFRS_State_3,40,22,37,"(35.472031356, -97.521070214)",3593399
2006,Oklahoma,OK,Water Fluoridation,Total population served by CWS,WFRS,,Population,3392725.0,,,WFRS_State_3,40,22,37,"(35.472031356, -97.521070214)",3392725
2000,California,CA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,28.7,f,Complete data were not available from WFRS; state provided additional information.,WFRS_State_1,6,20,5,"(37.638640123, -120.999999538)",28.7
2018,Wisconsin,WI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,87.3,,,WFRS_State_1,55,20,50,"(44.393191174, -89.816370742)",87.3
2012,United States,US,Water Fluoridation,Percentage of U.S. population on CWS receiving fluoridated water,WFRS,%,Percent,74.6,d,Fluoridated population divided by population served by community water systems.,WFRS_Nat_5,US,5,0,,74.6
2014,United States,US,Water Fluoridation,"Total U.S. population, persons",WFRS,,Population,318857056.0,a,"Census Population Count 2014. Annual Estimates of the Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2014 (NST-EST2012-01). Source: U.S. Census Bureau, Population Division. Release Date: December 2014. Available at http://www.census.gov/popest/data/state/totals/2014/index.html",WFRS_Nat_1,US,1,0,,318857056
2000,New Mexico,NM,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1187404.0,,,WFRS_State_2,35,21,32,"(34.520880952, -106.240580985)",1187404
2000,Massachusetts,MA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",35.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,25,23,22,"(42.27687047, -72.082690675)",35
2010,Louisiana,LA,Water Fluoridation,Total population served by CWS,WFRS,,Population,4533372.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_3,22,22,19,"(31.312660644, -92.445680071)",4533372
2014,Wisconsin,WI,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3579100.0,,,WFRS_State_2,55,21,50,"(44.393191174, -89.816370742)",3581184
2002,North Dakota,ND,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",5.0,,,WFRS_State_4,38,23,35,"(47.475319779, -100.118421049)",5
2010,Kansas,KS,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,65.1,,,WFRS_State_1,20,20,17,"(38.3477403, -98.200781227)",65.1
2006,New York,NY,Water Fluoridation,Total population served by CWS,WFRS,,Population,17471590.0,,,WFRS_State_3,36,22,33,"(42.827001032, -75.543970427)",17471590
2018,Rhode Island,RI,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,785748.0,,,WFRS_State_2,44,21,40,"(41.708280193, -71.522470314)",785748
2008,United States,US,Water Fluoridation,"Total U.S. population, persons",WFRS,,Population,304059724.0,a,"Annual Population Estimates and Estimated Components of Population Change for the United States and States: April 1, 2000 to July 1, 2008. Source: Population Estimates Program, U.S. Census Bureau. Internet release date: December 22, 2008. Population, population change, and estimated components of population change: April 1, 2000 to July 1, 2008 available at http://www.census.gov/popest/datasets.html.",WFRS_Nat_1,US,1,0,,304059724
2016,Connecticut,CT,Water Fluoridation,Total population served by CWS,WFRS,,Population,2704505.0,,,WFRS_State_3,9,22,7,"(41.56266102, -72.649840952)",2704505
2002,Arizona,AZ,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,55.4,,,WFRS_State_1,4,20,3,"(34.86597028, -111.763811277)",55.4
2008,United States,US,Water Fluoridation,Percentage of U.S. population receiving fluoridated water,WFRS,%,Percent,64.3,c,Fluoridated population divided by total population.,WFRS_Nat_4,US,4,0,,64.3
2012,Massachusetts,MA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6646144.0,f,Population served by CWS exceeded the US Census state population estimate; number of people was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_3,25,22,22,"(42.27687047, -72.082690675)",6646144
2002,Oklahoma,OK,Water Fluoridation,Total population served by CWS,WFRS,,Population,3388256.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,40,22,37,"(35.472031356, -97.521070214)",3388256
2004,District of Columbia,DC,Water Fluoridation,Total population served by CWS,WFRS,,Population,579720.0,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,11,22,9,"(38.890371385, -77.031961127)",579720
2006,Connecticut,CT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,88.9,,,WFRS_State_1,9,20,7,"(41.56266102, -72.649840952)",88.9
2004,Illinois,IL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,99.1,,,WFRS_State_1,17,20,14,"(40.485010283, -88.997710178)",99.1
2002,Wyoming,WY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",43.0,,,WFRS_State_4,56,23,51,"(43.235541343, -108.109830353)",43
2012,Kansas,KS,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,63.6,,,WFRS_State_1,20,20,17,"(38.3477403, -98.200781227)",63.6
2016,New York,NY,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,12655170.0,,,WFRS_State_2,36,21,33,"(42.827001032, -75.543970427)",12655170
2000,Texas,TX,Water Fluoridation,Total population served by CWS,WFRS,,Population,18072680.0,,,WFRS_State_3,48,22,44,"(31.827240407, -99.426770206)",18072680
2002,Maine,ME,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,74.2,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_1,23,20,20,"(45.254228894001, -68.985031336)",74.2
2000,Delaware,DE,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,505747.0,,,WFRS_State_2,10,21,8,"(39.008830667, -75.577741168)",505747
2002,Maryland,MD,Water Fluoridation,Total population served by CWS,WFRS,,Population,4435145.0,,,WFRS_State_3,24,22,21,"(39.290580964, -76.609260111)",4435145
2002,North Dakota,ND,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,551668.0,,,WFRS_State_2,38,21,35,"(47.475319779, -100.118421049)",551668
2000,United States,US,Water Fluoridation,Percentage of U.S. population receiving fluoridated water,WFRS,%,Percent,57.4,c,Fluoridated population divided by total population.,WFRS_Nat_4,US,4,0,,57.4
2002,South Dakota,SD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",17.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,46,23,42,"(44.353130053, -100.373530637)",17
2000,Washington,WA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,2421410.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_2,53,21,48,"(47.522278629, -120.47001079)",2421410
2008,Minnesota,MN,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",3.0,,,WFRS_State_4,27,23,24,"(46.355648736, -94.794200503)",3
2006,Maine,ME,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",22.0,,,WFRS_State_4,23,23,20,"(45.254228894001, -68.985031336)",22
2018,New Jersey,NJ,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,16.2,,,WFRS_State_1,34,20,31,"(40.130570048, -74.273691288)",16.2
2000,Tennessee,TN,Water Fluoridation,Total population served by CWS,WFRS,,Population,5025998.0,,,WFRS_State_3,47,22,43,"(35.68094058, -85.774490914)",5025998
2012,Georgia,GA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,9551793.0,f,Population served by CWS exceeded the US Census state population estimate; number of people was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_2,13,21,11,"(32.839681093, -83.627580346)",9551793
2012,Delaware,DE,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,86.3,,,WFRS_State_1,10,20,8,"(39.008830667, -75.577741168)",86.3
2002,Rhode Island,RI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",15.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,44,23,40,"(41.708280193, -71.522470314)",15
2016,Massachusetts,MA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6256423.0,,,WFRS_State_3,25,22,22,"(42.27687047, -72.082690675)",6256423
2012,Kentucky,KY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,99.9,f,Population served by CWS exceeded the US Census state population estimate; number of people was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_1,21,20,18,"(37.645970271, -84.774971048)",99.9
2014,Georgia,GA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,96.2,f,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_1,13,20,11,"(32.839681093, -83.627580346)",96.3
2004,South Dakota,SD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",8.0,,,WFRS_State_4,46,23,42,"(44.353130053, -100.373530637)",8
2002,Utah,UT,Water Fluoridation,Total population served by CWS,WFRS,,Population,2325921.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,49,22,45,"(39.360700171, -111.587130635)",2325921
2002,California,CA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,9052872.0,f,Complete data were not available from WFRS; state provided additional information.,WFRS_State_2,6,21,5,"(37.638640123, -120.999999538)",9052872
2000,Oregon,OR,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",47.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,41,23,38,"(44.567449424, -120.155031326)",47
2006,Michigan,MI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",14.0,,,WFRS_State_4,26,23,23,"(44.661319543001, -84.71439027)",14
2000,Florida,FL,Water Fluoridation,Total population served by CWS,WFRS,,Population,15033574.0,,,WFRS_State_3,12,22,10,"(28.932040377, -81.928960539)",15033574
2004,California,CA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,25.8,"e,f","e: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. f: Complete data were not available from WFRS; state provided additional information.",WFRS_State_1,6,20,5,"(37.638640123, -120.999999538)",25.8
2012,Kansas,KS,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1719503.0,,,WFRS_State_2,20,21,17,"(38.3477403, -98.200781227)",1719503
2014,North Carolina,NC,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",18.0,,,WFRS_State_4,37,23,34,"(35.466220975, -79.159250463)",18
2018,Delaware,DE,Water Fluoridation,Total population served by CWS,WFRS,,Population,781453.0,,,WFRS_State_3,10,22,8,"(39.008830667, -75.577741168)",781453
2014,Hawaii,HI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,11.3,f,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_1,15,20,12,"(21.304850435, -157.857749403)",11.7
2010,Vermont,VT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,56.6,,,WFRS_State_1,50,20,46,"(43.625381239, -72.517640791)",56.6
2008,Illinois,IL,Water Fluoridation,Total population served by CWS,WFRS,,Population,11488921.0,,,WFRS_State_3,17,22,14,"(40.485010283, -88.997710178)",11488921
2004,Arizona,AZ,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,2890016.0,,,WFRS_State_2,4,21,3,"(34.86597028, -111.763811277)",2890016
2012,Ohio,OH,Water Fluoridation,Total population served by CWS,WFRS,,Population,10537957.0,,,WFRS_State_3,39,22,36,"(40.060210141, -82.404260056)",10537957
2006,Nebraska,NE,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,69.8,,,WFRS_State_1,31,20,28,"(41.641040988001, -99.365720623)",69.8
2008,New Jersey,NJ,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,13.6,,,WFRS_State_1,34,20,31,"(40.130570048, -74.273691288)",13.6
2016,Indiana,IN,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",7.0,,,WFRS_State_4,18,23,15,"(39.766910452, -86.149960194)",7
2006,Mississippi,MS,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",41.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_4,28,23,25,"(32.745510099, -89.538030825)",41
2008,Virginia,VA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,94.9,,,WFRS_State_1,51,20,47,"(37.542680674, -78.457890463)",94.9
2010,Wisconsin,WI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",15.0,,,WFRS_State_4,55,23,50,"(44.393191174, -89.816370742)",15
2014,Nebraska,NE,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1020092.0,,,WFRS_State_2,31,21,28,"(41.641040988001, -99.365720623)",1020358
2002,Florida,FL,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",31.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,12,23,10,"(28.932040377, -81.928960539)",31
2010,Virginia,VA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,6124274.0,,,WFRS_State_2,51,21,47,"(37.542680674, -78.457890463)",6124274
2018,Nevada,NV,Water Fluoridation,Total population served by CWS,WFRS,,Population,2832273.0,,,WFRS_State_3,32,22,29,"(39.49324039, -117.071840564)",2832273
2016,South Carolina,SC,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3404278.0,,,WFRS_State_2,45,21,41,"(33.998821303, -81.045371207)",3404278
2006,Kentucky,KY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",1.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_4,21,23,18,"(37.645970271, -84.774971048)",1
2008,Tennessee,TN,Water Fluoridation,Total population served by CWS,WFRS,,Population,5762029.0,,,WFRS_State_3,47,22,43,"(35.68094058, -85.774490914)",5762029
2004,Florida,FL,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,12785007.0,,,WFRS_State_2,12,21,10,"(28.932040377, -81.928960539)",12785007
2012,Delaware,DE,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",19.0,,,WFRS_State_4,10,23,8,"(39.008830667, -75.577741168)",19
2004,Arizona,AZ,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",38.0,,,WFRS_State_4,4,23,3,"(34.86597028, -111.763811277)",38
2008,Illinois,IL,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,10962689.0,,,WFRS_State_2,17,21,14,"(40.485010283, -88.997710178)",10962689
2018,New Hampshire,NH,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,396895.0,,,WFRS_State_2,33,21,30,"(43.655950113, -71.50036092)",396895
2006,Virginia,VA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6135847.0,,,WFRS_State_3,51,22,47,"(37.542680674, -78.457890463)",6135847
2006,Alaska,AK,Water Fluoridation,Total population served by CWS,WFRS,,Population,519379.0,,,WFRS_State_3,2,22,2,"(64.845079957001, -147.722059036)",519379
2010,Iowa,IA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,92.3,,,WFRS_State_1,19,20,16,"(42.469400913, -93.816490556)",92.3
2008,Wisconsin,WI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,89.7,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_1,55,20,50,"(44.393191174, -89.816370742)",89.7
2018,Georgia,GA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,8531824.0,,,WFRS_State_2,13,21,11,"(32.839681093, -83.627580346)",8531824
2012,Washington,WA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,63.6,,,WFRS_State_1,53,20,48,"(47.522278629, -120.47001079)",63.6
2018,Alabama,AL,Water Fluoridation,Total population served by CWS,WFRS,,Population,4345270.0,,,WFRS_State_3,1,22,1,"(32.840571122, -86.631860762)",4345270
2014,Delaware,DE,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,87.1,,,WFRS_State_1,10,20,8,"(39.008830667, -75.577741168)",87.1
2000,Connecticut,CT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",13.0,,,WFRS_State_4,9,23,7,"(41.56266102, -72.649840952)",13
2006,Oregon,OR,Water Fluoridation,Total population served by CWS,WFRS,,Population,3069204.0,,,WFRS_State_3,41,22,38,"(44.567449424, -120.155031326)",3069204
2002,Washington,WA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3082178.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_2,53,21,48,"(47.522278629, -120.47001079)",3082178
2008,Alabama,AL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,82.2,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_1,1,20,1,"(32.840571122, -86.631860762)",82.2
2016,Arizona,AZ,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",38.0,,,WFRS_State_4,4,23,3,"(34.86597028, -111.763811277)",38
2008,New Hampshire,NH,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,354637.0,,,WFRS_State_2,33,21,30,"(43.655950113, -71.50036092)",354637
2002,Pennsylvania,PA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,52.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_1,42,20,39,"(40.793730152, -77.860700294)",52
2010,Utah,UT,Water Fluoridation,Total population served by CWS,WFRS,,Population,2763885.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_3,49,22,45,"(39.360700171, -111.587130635)",2763885
2016,Wyoming,WY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,57.1,,,WFRS_State_1,56,20,51,"(43.235541343, -108.109830353)",57.1
2002,West Virginia,WV,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1264844.0,,,WFRS_State_2,54,21,49,"(38.665510202, -80.712640135)",1264844
